mode,scenario,hazard_map,draw,shapeGroup,dam_cost_ppp2024,dam_area_m2
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,26,USA,6056351737.701849,1498879.2898024996
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,27,RUS,129593277206.12495,83310507.52210179
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,27,CAN,21197656.648121655,2624.177501407819
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,27,USA,2935223623.692964,752934.7235029064
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,28,RUS,44104172292.49912,28700157.190101966
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,28,CAN,989428155.6506059,128461.73480720703
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,28,USA,3332052764.140125,850802.6150114386
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,29,RUS,132115814146.5862,84809199.83001922
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,29,CAN,710142623.1611329,93247.11985288427
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,29,USA,6028314437.92625,1491463.0404622098
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,30,RUS,44061564256.934296,28666464.392119292
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,30,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,30,USA,6028314437.92625,1491463.0404622098
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,31,RUS,39862113037.92633,26020135.76886316
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,31,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,31,USA,6172273425.109869,1526573.556840021
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,32,RUS,130878650133.12749,84068142.6754888
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,32,CAN,177790341.1520771,22546.847552496958
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,32,USA,6758371544.845634,1666957.3074942487
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,33,RUS,108813184981.2197,71251097.97506505
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,33,CAN,710142623.1611329,93247.11985288427
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,33,USA,6364816930.542224,1578148.3884816037
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,34,RUS,40789826583.62648,26633665.363968287
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,34,CAN,23342215.98510639,2895.211080482959
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,34,USA,3236365712.163492,828014.1414036696
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,35,RUS,43621916772.639915,28441416.777866606
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,35,CAN,704836255.4484506,92530.17598671692
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,35,USA,6172273425.109869,1526573.556840021
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,36,RUS,102218500192.23257,67044107.91969634
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,36,CAN,124424312.92139053,15562.216402888134
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,36,USA,6132234165.389361,1518369.23903228
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,RUS,43500448419.12092,28363523.146750234
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,CAN,994108253.5031649,129001.18252376755
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,37,USA,6758371544.845634,1666957.3074942487
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,RUS,48543948407.25766,31735579.073807918
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,38,USA,2936955204.305201,753275.5704543173
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,RUS,39833334646.51685,26000826.50633612
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,CAN,997197185.949766,129372.98777651956
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,39,USA,6400330566.890548,1587955.6222381934
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,RUS,106267668735.12949,69661980.39899231
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,40,USA,6165208276.453977,1525062.7377920232
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,RUS,40844398142.649635,26678683.457594894
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,41,USA,2935391224.011685,752978.5706683826
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,RUS,43456166243.45847,28339348.403380416
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,CAN,177790341.1520771,22546.847552496958
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,42,USA,6028314437.92625,1491463.0404622098
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,RUS,41069613300.27597,26810417.354000308
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,CAN,703738100.3649848,92377.29920791659
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,43,USA,2936955204.305201,753275.5704543173
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,RUS,83285905665.22432,55121183.086708814
B3_ADD_OCCUPANCY_COSTS,SSP245,bc-diff_ssp245_AWI-CM-1-1-MR_2055-2064-2015-2024_nomask.nc,44,CAN,994108253.5031649,129001.18252376755
