mode,scenario,hazard_map,draw,shapeGroup,dam_cost_ppp2024,dam_area_m2
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,258,CAN,12116887027.228506,1749453.8246391881
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,258,USA,41255156316.188446,10008322.752925435
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,259,RUS,183984193599.7835,123075686.93164963
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,259,CAN,12134224076.17737,1751652.6837448024
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,259,USA,41821101083.59559,10150424.21144613
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,260,RUS,167130977745.2306,113410490.0717862
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,260,CAN,8296967061.514665,1181226.6262653861
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,260,USA,42630067345.31194,10347033.641057007
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,261,RUS,163910229258.09277,111539591.08194111
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,261,CAN,12588238070.47396,1820376.926265035
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,261,USA,41167250712.69108,9986350.897239652
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,262,RUS,159723622078.27972,108985329.36099584
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,262,CAN,8296967061.514665,1181226.6262653861
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,262,USA,42605748853.4791,10340880.083436627
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,263,RUS,177531422108.25037,118914369.01603694
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,263,CAN,12464207138.997704,1802856.2419984257
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,263,USA,42605167842.24764,10340769.749430448
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,264,RUS,177551267599.19592,118927452.12780002
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,264,CAN,11761359811.321878,1696248.0335813588
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,264,USA,42605748853.4791,10340880.083436627
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,265,RUS,183984210229.46814,123075693.36722434
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,265,CAN,7958309104.813035,1136927.5268066623
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,265,USA,42630067345.31194,10347033.641057007
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,266,RUS,183984193599.7835,123075686.93164963
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,266,CAN,12116887027.228506,1749453.8246391881
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,266,USA,39672132850.44566,9661687.15747706
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,267,RUS,166448233535.8224,113022099.96925318
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,267,CAN,8166307048.538589,1162841.388458114
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,267,USA,41840383759.71291,10155205.413769767
B4_ADD_FLOORAREA,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,268,RUS,183965581048.53293,123062312.46163669
