mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_cost_res_usd2024,dam_cost_nonres_usd2024,dam_area_m2,dam_area_res_m2,dam_area_nonres_m2
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,155,CAN,16656454940.544018,12728511840.059656,3927943100.4843674,2388808.7025258048,1621867.5672277263,766941.1352980769
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,155,USA,57175893604.63864,33669046274.544056,23506847330.094814,14003069.671972463,9539102.134329725,4463967.537642654
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,156,RUS,226404631053.67102,147956865579.42294,78447765474.2533,152366935.80856156,107092213.10749467,45274722.70106865
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,156,CAN,10855554603.450157,8385191843.47494,2470362759.9751782,1508940.9493787983,1034648.3172361783,474292.6321426217
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,156,USA,53648204602.142395,33594855513.92074,20053349088.22175,13326228.124819616,9518082.434596358,3808145.690223298
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,157,RUS,195733168828.3954,120506899732.45905,75226269095.9328,132406441.72563753,88615326.36834328,43791115.35729454
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,157,CAN,9773911857.833487,7317733506.817129,2456178351.0163574,1374845.2118452343,902877.3665324993,471967.84531273297
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,157,USA,48900484329.623634,28307901617.38969,20592582712.2342,11930731.100439217,8020184.549777531,3910546.5506617804
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,158,RUS,247600090005.6013,162530137891.79263,85069952113.80597,170784893.15088576,120316160.45236196,50468732.69852343
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,158,CAN,23629566240.318783,18780350331.099403,4849215909.219342,3345343.942787763,2371874.8607803374,973469.0820074222
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,158,USA,72300451511.2123,46420036717.862526,25880414793.349407,18066417.919523377,13151708.18087063,4914709.738652696
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,159,RUS,315301242360.0635,195061559256.9395,120239683103.13293,211079947.9814967,141773672.89133656,69306275.09016359
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,159,CAN,14948022612.259644,11126385724.650602,3821636887.6090546,2146895.722319737,1378148.9143723038,768746.8079474423
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,159,USA,62481666919.87751,35732730289.09934,26748936630.777958,15203427.02254714,10123784.350372022,5079642.672175027
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,160,RUS,238614536301.98523,141324527658.17926,97290008643.81836,161039138.4522945,104114169.11829266,56924969.33400017
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,160,CAN,13931369500.866257,10244148719.190392,3687220781.675883,2000197.5501932288,1267627.3649826064,732570.1852106242
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,160,USA,63459705761.39615,35418579683.23212,28041126078.16452,15359809.70856973,10034779.313208392,5325030.395361161
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,161,RUS,319175857327.0801,212246529293.62662,106929328033.44699,216568466.73661903,154563167.25081402,62005299.48580458
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,161,CAN,15307427368.556835,11924016275.19188,3383411093.364978,2166171.072962058,1477623.035102114,688548.0378599477
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,161,USA,57631504405.10956,36107550891.329414,21523953513.78034,14317392.93771651,10229978.389180595,4087414.548536011
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,162,RUS,183119319818.92102,111911714097.50864,71207605721.41357,123162428.65088919,81957990.39606583,41204438.25482329
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,162,CAN,6939086752.593846,5003586015.887584,1935500736.706269,976478.3979877193,616139.9909628169,360338.40702490386
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,162,USA,42772963916.772095,24562742679.77068,18210221237.001453,10417241.8209649,6959107.460633494,3458134.360331365
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,163,RUS,251542292025.14185,148877554834.83008,102664737190.31369,170335249.63168108,110138015.56088237,60197234.07079579
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,163,CAN,18431982751.206875,13581331858.473139,4850650892.733681,2730491.0671655196,1730173.449013111,1000317.618152397
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,163,USA,48470373392.08662,27103169133.083908,21367204259.00256,11736507.9238754,7678860.173713253,4057647.7501622722
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,164,RUS,193206892255.5147,125362395371.10327,67844496884.410545,134174645.15184028,93672921.98837994,40501723.1634614
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,164,CAN,17536153917.59864,13719075219.59866,3817078697.9999228,2511073.6667200117,1742213.261077466,768860.4056425389
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,164,USA,53560437434.75497,32606605159.541977,20953832275.21262,13217239.805519303,9238091.698065246,3979148.1074540587
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,165,RUS,177540728802.3244,109262661541.36897,68278067260.96056,120640891.52841505,80620653.11540656,40020238.413009204
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,165,CAN,12074094463.847036,9193535398.762405,2880559065.084659,1738650.8708962605,1172973.9870651108,565676.8838311528
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,165,USA,43254367985.629555,24833785304.82553,18420582680.80446,10533981.31280614,7035899.160109416,3498082.15269681
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,166,RUS,313394716803.19147,216117966855.30472,97276749947.87535,213555313.99205378,157060958.99772167,56494354.994331084
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,166,CAN,26317338541.317287,21597910677.495148,4719427863.822217,3669606.4972017296,2731704.4831455434,937902.0140561844
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,166,USA,83473144734.42273,55035674535.79888,28437470198.623802,20992984.036712624,15592687.602370456,5400296.434342195
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,167,RUS,256588659139.6545,178113142019.53964,78475517120.11845,173288574.6718924,128277548.51165684,45011026.160231076
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,167,CAN,10994691418.69782,8756224159.198156,2238467259.4997053,1481694.1840871724,1076736.5537137538,404957.63037341676
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,167,USA,70612976493.52202,46635964981.371414,23977011512.150654,17766136.959597,13212884.899168743,4553252.06042817
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,168,RUS,220087027344.55017,133637759153.24579,86449268191.30612,146937074.22668308,97095902.50985111,49841171.71683251
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,168,CAN,10022246045.757742,7296574902.189038,2725671143.5687337,1439672.5403128557,902260.8586003562,537411.6817125028
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,168,USA,49892802787.27276,28213556797.170616,21679245990.10146,12110359.512709135,7993454.809095951,4116904.703613095
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,169,RUS,204073941562.89572,128042118611.28453,76031822951.61397,139341499.01868176,94692297.44327787,44649201.57540409
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,169,CAN,10744709474.347271,8039481759.281438,2705227715.0658674,1541911.0273840658,995867.4225944283,546043.6047896403
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,169,USA,45582992110.26777,26739996160.24374,18842995950.023804,11154264.879227793,7575966.137092642,3578298.742135024
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,170,RUS,247752800571.92337,162032200313.2301,85720600258.68979,169854699.7002603,119438694.82729407,50416004.872967616
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,170,CAN,13967013075.526058,10816770164.937363,3150242910.5887146,1945047.900899896,1335364.0545828426,609683.8463170595
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,170,USA,68538108390.25653,42924244276.43576,25613864113.820904,17025373.087373316,12161281.518135069,4864091.569238298
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,171,RUS,225388226146.94284,137057450623.36182,88330775523.58374,154006431.88806164,101713609.07918166,52292822.80888201
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,171,CAN,14653236823.04436,10925705873.360872,3727530949.6834736,2098016.0581614217,1352686.9237972077,745329.1343642201
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,171,USA,63299276384.51951,36367000187.94626,26932276196.574116,15417944.461095572,10303485.470994558,5114458.990100935
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,172,RUS,183107933933.60825,120485424505.71957,62622509427.883995,126757409.24629618,89600874.14975886,37156535.096536286
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,172,CAN,10789649656.593489,8338356082.09177,2451293574.501688,1515421.527918408,1030887.6754936208,484533.8524247902
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,172,USA,50324109550.103294,30948464037.7257,19375645512.37752,12447757.033615945,8768307.749177452,3679449.2844386315
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,173,RUS,346143485513.881,227389363361.8148,118754122152.07195,234367122.19296283,165357739.70444882,69009382.48850678
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,173,CAN,29106369948.242146,23160081500.799145,5946288447.4430485,4105426.321820087,2923991.651213223,1181434.6706068676
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,173,USA,95971939503.41734,59509089025.76632,36462850477.652756,23784415.825472135,16860093.793832783,6924322.031639348
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,174,RUS,250296740936.7416,162493901875.4235,87802839061.31786,169876037.98030224,118730383.4788123,51145654.50148932
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,174,CAN,17556697673.52625,13758755118.27141,3797942555.254814,2530606.2041974426,1754557.9057949267,776048.2984025178
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,174,USA,49188469118.94849,30035371053.769978,19153098065.178146,12146797.933018772,8509610.571922475,3637187.36109634
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,175,RUS,300791112215.7083,182772053502.24014,118019058713.46191,202165682.70115453,133778573.57848424,68387109.12267496
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,175,CAN,16167810259.649141,11908857863.131184,4258952396.517976,2350376.3898587506,1476685.2625454983,873691.1273132482
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,175,USA,61187339902.599304,34631217968.510315,26556121934.088734,14854731.294078924,9811704.274131158,5043027.019947662
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,176,RUS,223837026795.46622,144168474218.41672,79668552577.05504,150040732.5836146,104188921.8635615,45851810.72004829
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,176,CAN,18064619361.46684,14041428255.072159,4023191106.394714,2546061.3004264017,1772921.6010369407,773139.6993894608
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,176,USA,65081194547.03969,39650679358.6778,25430515188.361805,16063089.75173567,11233816.27783009,4829273.473905579
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,177,RUS,224425265951.21582,138589860070.8124,85835405880.40144,152933481.39570782,102478166.69413912,50455314.70156705
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,177,CAN,12533148010.05446,9306954329.980816,3226193680.073627,1790716.5576261235,1151063.928725029,639652.6289010962
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,177,USA,58496946299.980705,34084768643.223804,24412177656.757496,14292774.877212636,9656884.446962712,4635890.430249824
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,178,RUS,229778786352.709,158443650989.8381,71335135362.87508,159229628.77737206,117216019.42122617,42013609.35614562
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,178,CAN,11562737755.08321,9050822098.644062,2511915656.4391413,1579098.0461024586,1114168.0774001337,464929.96870232193
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,178,USA,67806166423.22718,43466914068.94735,24339252354.279762,16937072.39128858,12315030.529430743,4622041.861857786
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,179,RUS,250196775274.06363,164298721518.50696,85898053755.55489,167604732.59243685,118400134.11548588,49204598.476943664
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,179,CAN,11182825530.448635,8591869731.53099,2590955798.917666,1537662.608577944,1056669.675314972,480992.9332629733
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,179,USA,64681445758.15336,40343928835.25422,24337516922.899136,16051939.773462297,11430227.471295718,4621712.302166581
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,180,RUS,202577279373.1434,134036656713.69432,68540622659.44726,140864440.32183576,100281602.77554755,40582837.54628739
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,180,CAN,11465751160.791372,8948703791.621393,2517047369.16999,1625453.372802246,1107897.211034535,517556.16176770907
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,180,USA,46548197759.76749,28442120030.233955,18106077729.53395,11496568.69437371,8058211.262443715,3438357.431929945
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,181,RUS,248228537544.87225,170181295292.22153,78047242252.65617,172070070.94151452,125708326.10631986,46361744.835194305
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,181,CAN,22733158709.946835,18568613001.328316,4164545708.6185703,3160107.1920843795,2346087.7746301917,814019.4174541895
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,181,USA,77564323599.83522,51078689062.35164,26485634537.482235,19501237.30661374,14471595.894946286,5029641.411667337
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,182,RUS,268258155273.741,178059920409.3098,90198234864.42688,181067067.87637904,128976565.77493095,52090502.10143577
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,182,CAN,20916088503.17317,16678221203.175802,4237867299.997334,2946795.862224248,2109065.074690916,837730.7875333279
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,182,USA,72293512011.68985,45650787125.0345,26642724886.6558,17993237.645799574,12933764.661682593,5059472.984116881
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,183,RUS,292888941075.3822,190634350914.22607,102254590161.1668,196379200.89901713,137836132.4416728,58543068.457341455
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,183,CAN,15179718966.225561,11818817235.541636,3360901730.6839046,2165113.026906819,1516319.56363337,648793.4632734471
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,183,USA,53007577094.90586,32666911788.749397,20340665306.1561,13117885.001258865,9255177.7506578,3862707.2506013378
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,184,RUS,288650648224.2704,189450230496.13156,99200417728.14864,195579103.10877272,137733517.9026512,57845585.20612469
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,184,CAN,17633162374.03166,13707404690.939442,3925757683.092184,2471781.18006106,1695459.9525732638,776321.2274877976
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,184,USA,78766463988.49152,49428911425.8581,29337552562.634327,19575404.220720448,14004181.485725349,5571222.734995204
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,185,RUS,207953035030.37534,138883153153.5707,69069881876.81104,139935269.26677093,100397790.27052519,39537478.99624771
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,185,CAN,11306837172.03155,8640464378.049665,2666372793.9819093,1613439.1619727227,1108388.7227962012,505050.4391765212
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,185,USA,36189612722.24364,22760096882.36739,13429515839.87638,8998657.40013805,6448382.498802612,2550274.901335493
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,186,RUS,234900018074.85263,143604514116.9606,91295503957.89224,159881092.33647606,106232760.46719097,53648331.869280994
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,186,CAN,12509284712.476557,9303015475.863873,3206269236.612685,1777975.744539584,1149942.4466007147,628033.2979388701
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,186,USA,61934715177.445076,35395749359.80843,26538965817.636387,15068080.095009655,10028311.034151059,5039769.060858556
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,187,RUS,252833039278.5819,178514863007.18625,74318176271.39568,176787935.07476667,132450050.2504218,44337884.82434498
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,187,CAN,24461841643.979546,20245253460.12402,4216588183.8554406,3398060.310982562,2562147.2142294697,835913.0967530926
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,187,USA,80319173441.07422,53445327652.17828,26873845788.895916,20245474.10562842,15142111.092772981,5103363.0128554925
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,188,RUS,220552117658.41986,152196624081.01782,68355493577.3975,149249130.7980901,110045511.73709929,39203619.06099488
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,188,CAN,12692411386.189196,10096518297.261047,2595893088.9281244,1762249.202638871,1283184.4561245579,479064.7465143063
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,188,USA,58790484165.68131,38441564694.61142,20348919471.069668,14755525.066733688,10891250.34416535,3864274.7225683983
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,189,RUS,206203922498.08264,131101661155.46451,75102261342.62415,142871471.50011027,97829983.97177306,45041487.52833522
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,189,CAN,14181253135.772566,10684816898.56003,3496436237.212533,2016564.9645786856,1321500.8131787488,695064.1513999366
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,189,USA,65373193228.16686,38604898189.48094,26768295038.686054,16020844.779471247,10937525.931445554,5083318.848025807
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,190,RUS,221649564274.27475,148930735488.7524,72718828785.51697,152671121.0811275,110037392.63097346,42633728.45015219
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,190,CAN,16984857623.276155,13628833291.064243,3356024332.211897,2414442.4014558634,1733541.5868281114,680900.8146277545
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,190,USA,49753690689.895615,31724966335.46754,18028724354.42833,12411974.071424989,8988306.102124698,3423667.9693001974
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,191,RUS,180251417326.47,119679033674.9641,60572383651.503784,123341727.10399875,87806418.1403849,35535308.963612676
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,191,CAN,13786698254.080715,11032729199.980257,2753969054.100464,1925891.8489228482,1399579.6760443158,526312.1728785383
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,191,USA,54404195367.032974,34115298098.16254,20288897268.87008,13518410.503580667,9665534.041204095,3852876.462376632
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,192,RUS,239516974385.96423,155065410541.78253,84451563844.17813,165288702.75311878,114908251.1984894,50380451.554633506
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,192,CAN,16138520336.047691,12338209068.452002,3800311267.5956807,2273436.0969101917,1525049.0821138306,748387.0147963618
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,192,USA,75919691085.82399,46442058623.6381,29477632462.184795,18755771.429922678,13157947.419329602,5597824.010593281
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,193,RUS,256271311380.33554,168773915544.83847,87497395835.5004,172523572.38336405,122490373.37916984,50033199.00419763
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,193,CAN,14320910427.891922,11226900101.254177,3094010326.6377435,2047710.7859582223,1436765.197240301,610945.5887179194
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,193,USA,47576040012.21715,29300584769.841267,18275455242.375706,11771953.530837238,8301431.185071232,3470522.345766077
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,194,RUS,227736452244.72543,141659408991.2416,86077043253.48354,152924594.81429663,103044799.75828215,49879795.05600979
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,194,CAN,11495333066.636988,8469634630.202165,3025698436.434848,1646195.3785015552,1047180.173185188,599015.20531637
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,194,USA,56400616944.82523,32984078406.272205,23416538538.552494,13791855.11509946,9345037.283163654,4446817.831935706
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,195,RUS,204687633420.46127,135541624213.89047,69146009206.57109,140495136.95003292,99839387.97065113,40655748.97938249
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,195,CAN,11502123854.941927,8820941252.276482,2681182602.6654634,1595675.831005435,1087507.6997076888,508168.13129774196
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,195,USA,66695840860.94323,42105240628.94144,24590600232.00239,16599014.706060864,11929241.697994774,4669773.008066037
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,196,RUS,200856447787.51013,137416693867.21385,63439753920.30037,139073147.6899306,101793321.34815508,37279826.341775104
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,196,CAN,15439897730.827068,12456600558.056614,2983297172.7704806,2190040.399121077,1585027.0205887845,605013.378532293
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,196,USA,44411556130.74869,28726212862.249664,15685343268.498516,11117358.525352456,8138700.341882823,2978658.183469667
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,197,RUS,168947305434.78952,110568308952.39922,58378996482.390564,117176315.29345566,82479305.621568,34697009.671885006
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,197,CAN,14452972035.68664,11385563924.537207,3067408111.149455,2052021.4804350017,1444221.8195363306,607799.6608986733
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,197,USA,45266879094.07972,27775202728.23489,17491676365.844448,11190942.653882157,7869260.4912503995,3321682.1626316775
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,198,RUS,209346577973.10904,134681384903.10263,74665193070.01004,140647831.69621328,97702232.05932012,42945599.63688856
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,198,CAN,9716166391.281889,7429623602.54124,2286542788.7406473,1365144.9746098132,917047.307636564,448097.66697324475
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,198,USA,47068125346.393135,28205507020.352318,18862618326.04103,11573199.19493334,7991174.149210224,3582025.0457232017
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,199,RUS,289228092297.56226,192477340852.21844,96750751445.34422,195811161.60544184,139850100.31737196,55961061.28807507
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,199,CAN,16712445442.893002,13147711331.70144,3564734111.1915455,2322606.151872496,1624136.5877757545,698469.5640967423
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,199,USA,80820732706.98343,51005338955.66118,29815393751.32353,20112779.49595088,14450814.36898372,5661965.126967306
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,200,RUS,298316601130.6198,211178502868.12094,87138098262.49654,202634368.59607708,152586070.86947867,50048297.72659693
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,200,CAN,19062762357.736874,15231304870.163357,3831457487.5734434,2666160.752294782,1942889.1308645096,723271.6214302586
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,200,USA,65005890690.59028,43666259684.91882,21339631005.671944,16423920.62711074,12371509.057966234,4052411.569144593
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,201,RUS,220813076844.29892,149951882672.437,70861194171.86055,151185950.3479744,109789768.46275944,41396181.885213256
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,201,CAN,10873374244.58642,8449418892.238191,2423955352.3482723,1474400.1799269798,1038773.0642351646,435627.1156918117
ALL,SSP585,bc_diff_ssp585_CESM2-WACCM_2055_2064-2015_2024.nc,201,USA,74538109381.51253,48293047784.724686,26245061596.787464,18666325.439546872,13682369.00564857,4983956.433898298
