mode,scenario,hazard_map,draw,shapeGroup,dam_cost_usd2024,dam_cost_res_usd2024,dam_cost_nonres_usd2024,dam_area_m2,dam_area_res_m2,dam_area_nonres_m2
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,94,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,95,RUS,5610110263.238992,3213559876.68809,2396550386.550878,3969643.4695157357,2452920.6986791897,1516722.7708365454
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,95,CAN,1012254162.3283722,845368940.1800787,166885222.1482942,127647.80844187258,101751.38259716453,25896.425844708174
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,95,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,96,RUS,1468463737.922236,927939188.8273977,540524549.09484,859550.6913500882,585551.9009456537,273998.7904044323
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,96,CAN,547924460.1487552,475606998.50967735,72317461.63907741,68467.48775695579,57245.620664675,11221.867092280703
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,96,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,97,RUS,94667355974.73863,65409365032.35027,29257990942.387745,63859931.40487893,47339675.4467757,16520255.95810332
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,97,CAN,982904675.4840648,809593492.2064192,173311183.27764577,124338.90696577143,97445.33216008834,26893.574805683034
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,97,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,98,RUS,122984552825.28217,86700759077.21825,36283793748.06393,83440724.10164756,62834583.3669822,20606140.734665595
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,98,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,98,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,99,RUS,3145814211.00684,1877995451.4615426,1267818759.5452938,1893277.8007339416,1209407.7329554409,683870.0677785034
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,99,CAN,233555703.36563057,180354293.69697303,53201409.66865756,29963.56764691813,21708.035236180865,8255.532410737267
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,99,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,100,RUS,3194563393.605905,1860202423.1704273,1334360970.435485,1846398.9141715092,1156910.6470579323,689488.2671135771
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,100,CAN,842340989.5208795,703887289.3839517,138453700.13692877,106206.74881124363,84722.18635348802,21484.562457755565
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,100,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,101,RUS,3632301696.463965,2077311610.148183,1554990086.3157666,2343553.819154376,1457848.5101345098,885705.3090198654
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,101,CAN,845389889.6920357,710385413.067638,135004476.62439707,106453.6508273372,85504.32186577885,20949.328961558225
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,101,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,102,RUS,2737166997.080678,1578131877.09763,1159035119.9830422,1836092.4544197887,1150669.6108547568,685422.8435650263
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,102,CAN,317731909.00696087,258058179.54502824,59673729.46193255,40320.605267356026,31060.73018677558,9259.875080580403
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,102,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,103,RUS,21156684357.15474,13545497630.53406,7611186726.620716,13710773.22322659,9498135.4445694,4212637.778657213
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,103,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,103,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,104,RUS,217386943512.5547,142852099162.83224,74534844349.72447,142699816.5838288,100953749.00105584,41746067.58276895
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,104,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,104,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,105,RUS,1623218384.212874,925410049.9680033,697808334.2448652,1002027.4514870266,623979.4910661659,378047.96042085945
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,105,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,105,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,106,RUS,183738320557.54712,122693491207.38022,61044829350.16387,120077701.18687618,86438371.11268446,33639330.07419157
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,106,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,106,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,107,RUS,3492374391.6344047,2091870461.5680103,1400503930.0663753,2481812.9970703516,1615938.1208692705,865874.8762010812
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,107,CAN,312886128.15924436,274371407.223083,38514720.936161585,39000.768332325126,33024.24385751778,5976.5244748073255
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,107,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,108,RUS,2571806463.953309,1455434422.7047508,1116372041.2485425,1766215.47097009,1088375.7768513937,677839.6941187078
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,108,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,108,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,109,RUS,21398679723.92317,13291528944.452766,8107150779.470347,14795728.925079513,9916619.477754975,4879109.447324358
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,109,CAN,281128068.6011463,234791602.52046248,46336466.08068398,35450.55286409306,28260.288547591765,7190.26431650128
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,109,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,110,RUS,104504320878.6052,75372080973.1258,29132239905.481525,68816326.84274162,53185426.3682536,15630900.4744884
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,110,CAN,108026676.5811469,92514702.88237484,15511973.698772017,13542.445128411187,11135.373540979923,2407.0715874312614
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,110,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,111,RUS,2013566556.965415,1141565536.2134943,872001020.7519155,1256158.892183031,780383.0015495489,475775.8906334752
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,111,CAN,298240316.5795678,252457931.5741961,45782385.005371556,37490.95069218616,30386.665944720844,7104.284747465294
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,111,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,112,RUS,11334273757.169786,5862411082.444727,5471862674.725089,6934113.546959583,3870775.3906323807,3063338.1563272364
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,112,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,112,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,113,RUS,19231577122.86331,11270395932.495998,7961181190.367272,13506969.896998202,8585763.176325776,4921206.720672344
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,113,CAN,482632573.0292691,412932069.0739227,69700503.95534621,60517.64077997441,49701.860276566505,10815.780503407874
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,113,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,114,RUS,14563781332.56097,8139513077.5322,6424268255.028896,10103172.47760492,6124707.1798025705,3978465.2978023035
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,114,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,114,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,115,RUS,2814835230.0700793,1611768214.349537,1203067015.7205467,1912195.314552838,1194485.3926573705,717709.9218954536
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,115,CAN,1056595843.9550842,877118993.7213212,179476850.23376304,133423.25593770706,105572.92333731415,27850.332600392863
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,115,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,116,RUS,14260535025.038921,7720627947.210668,6539907077.828155,9633036.106771171,5698458.071176628,3934578.035594633
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,116,CAN,236347202.05144694,193452269.1236328,42894932.92781422,29940.77475653965,23284.550584145316,6656.224172394322
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,116,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,117,RUS,14814918283.299736,7542129832.72476,7272788450.574995,9370237.587698115,5181860.129541652,4188377.4581565442
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,117,CAN,843239114.6092042,666336934.2194363,176902180.3897685,107653.3102864831,80202.50225651848,27450.808029964683
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,117,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,118,RUS,23328641306.83221,11951562062.555174,11377079244.277319,16037314.717090376,8997010.554717937,7040304.162372502
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,118,CAN,482807230.2120844,398682893.6230017,84124336.58908294,61040.7824382016,47986.78271209868,13053.999726102922
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,118,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,119,RUS,97038469894.55675,64890226791.51633,32148243103.0419,65670149.96440426,47341987.780587696,18328162.18381638
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,119,CAN,1152991148.2417881,963774290.7345555,189216857.50723317,145364.77844039805,116003.03954028973,29361.73890010824
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,119,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,120,RUS,8754577503.20052,5345921918.892136,3408655584.3083525,6654168.159764703,4426319.903537448,2227848.256227212
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,120,CAN,433012460.98808527,372151494.6104324,60860966.377652645,54237.48102458104,44793.376373807,9444.104650774016
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,120,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,121,RUS,139107309643.63913,91521970081.93027,47585339561.70593,91268393.76922166,64997656.706664234,26270737.062557295
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,121,CAN,389496889.18963504,305895751.2141073,83601137.97552775,49791.42979996651,36818.61745476876,12972.812345197819
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,121,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,122,RUS,5557224614.479962,3108926684.990898,2448297929.489019,4156665.8626236804,2544935.509075266,1611730.3535484194
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,122,CAN,430667522.18248796,361757421.30630267,68910100.87618543,54235.44121851626,43542.31156737335,10693.129651142914
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,122,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,123,RUS,5552644413.363216,3355754863.7477612,2196889549.6154504,3896456.6364230094,2565877.1286540125,1330579.5077690105
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,123,CAN,549120555.8427631,450864157.7976646,98256398.0450984,69514.43441487632,54267.491078683335,15246.943336192988
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,123,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,124,RUS,1833053670.4630246,1192342546.777476,640711123.6855569,1074467.0956181358,753258.1044516457,321208.9911664891
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,124,CAN,259571624.1656808,212011866.8773128,47559757.28836795,32898.53335023757,25518.444736303158,7380.0886139344075
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,124,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,125,RUS,22463400152.250843,12670184564.101788,9793215588.14889,15359627.180699348,9409722.318702621,5949904.8619965995
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,125,CAN,405255364.0016148,343860707.9934142,61394656.00820061,50915.124339985596,41388.20436402185,9526.919975963765
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,125,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,126,RUS,19852847092.108845,11258141888.424313,8594705203.684473,13871591.548669392,8543878.746481499,5327712.802187983
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,126,CAN,445222712.8637104,370720670.368065,74502042.49564539,56182.01724508236,44621.15766787324,11560.859577209125
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,126,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,127,RUS,1989788403.7945478,1120250237.6233194,869538166.1712347,1178157.5065909,725844.2851518001,452313.22143909807
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,127,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,127,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,128,RUS,3884560434.954421,2128029056.0740848,1756531378.8803205,2675280.569662831,1605365.8411226545,1069914.7285401667
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,128,CAN,385384969.40953875,305442572.4562856,79942396.95325321,49169.13832581901,36764.071370827936,12405.066954991056
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,128,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,129,RUS,3937524827.203587,2420988204.739441,1516536622.4641576,2680247.012858154,1772091.5851773797,908155.4276807709
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,129,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,129,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,130,RUS,3533959723.685044,1906575500.7230833,1627384222.9619775,2418756.898714675,1433803.1754987647,984953.7232159234
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,130,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,130,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,131,RUS,2684311533.6324215,1487228739.3338041,1197082794.2986014,1606109.7756719869,959077.8314926705,647031.9441793159
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,131,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,131,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,132,RUS,5789634312.5452795,3381149602.119008,2408484710.4263263,3424443.542052467,2117395.6880776314,1307047.8539748583
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,132,CAN,144097193.0332244,103055709.91387613,41041483.1193483,18772.73874417251,12404.123773503521,6368.614970668987
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,132,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,133,RUS,3864843494.8324933,2024958982.3785617,1839884512.4539378,2504408.9803694678,1439206.3403942469,1065202.6399752148
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,133,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,133,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,134,RUS,6226835860.510322,3520220183.591337,2706615676.9189496,4390998.139565053,2682757.7765930844,1708240.3629719599
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,134,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,134,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,135,RUS,15446136638.641872,9193606293.576952,6252530345.064721,10943973.892687442,7023301.031753631,3920672.8609338542
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,135,CAN,426342560.68438256,384247254.8700872,42095305.81429513,52781.403792050965,46249.26181208868,6532.1419799623
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,135,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,136,RUS,125441040396.71854,80494963309.45175,44946077087.2668,80917570.8724946,56726469.17938582,24191101.69311013
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,136,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,136,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,137,RUS,4873203339.078922,2779480677.3713503,2093722661.707578,3554919.506855996,2213035.2518598656,1341884.2549961244
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,137,CAN,309138448.70289695,255953050.19238085,53185398.510516286,39060.397780909545,30807.349902739952,8253.047878169578
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,137,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,138,RUS,14982615600.580904,7555795401.37609,7426820199.204758,9961020.25569542,5507635.414686568,4453384.841008945
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,138,CAN,525872762.2022519,412905304.2604261,112967457.94182649,67228.37184490585,49698.63877569405,17529.733069211736
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,138,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,139,RUS,214913540497.262,147063231231.5286,67850309265.73455,142052617.62643924,104383186.47961362,37669431.14683013
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,139,CAN,768732991.7609807,653695292.3655647,115037699.39541635,96531.8956457929,78680.91271638752,17850.982929405418
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,139,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,140,RUS,3687373113.3601284,2299270166.4995985,1388102946.8605354,2692103.108588247,1802830.0298786694,889273.0787095875
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,140,CAN,386757912.7908358,324142487.7731351,62615425.017700545,48731.20749693875,39014.854605818844,9716.352891119914
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,140,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,141,RUS,1882226037.392575,1162700327.528696,719525709.8638712,1189576.3114282007,793563.5694229694,396012.7420052349
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,141,CAN,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,141,USA,0.0,0.0,0.0,0.0,0.0,0.0
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,142,RUS,15364114215.225912,8545243876.368556,6818870338.857322,11156482.517715197,6770247.698513076,4386234.819202033
ALL,SSP245,bc-diff_ssp245_MPI-ESM1-2-HR_2055-2064-2015-2024_nomask.nc,142,CAN,613494466.4623059,524916886.1530257,88577580.30928007,76925.75284694844,63180.720719750054,13745.032127198456
