mode,scenario,shapeGroup,shapeName,Source,ntl_group,total_area_m2_mean,total_cost_usd2024_mean,total_area_res_m2_mean,total_area_nonres_m2_mean,total_cost_res_usd2024_mean,total_cost_nonres_usd2024_mean,dam_area_m2_mean,dam_cost_usd2024_mean,dam_area_res_m2_mean,dam_area_nonres_m2_mean,dam_cost_res_usd2024_mean,dam_cost_nonres_usd2024_mean,total_area_m2_p05,total_cost_usd2024_p05,total_area_res_m2_p05,total_area_nonres_m2_p05,total_cost_res_usd2024_p05,total_cost_nonres_usd2024_p05,dam_area_m2_p05,dam_cost_usd2024_p05,dam_area_res_m2_p05,dam_area_nonres_m2_p05,dam_cost_res_usd2024_p05,dam_cost_nonres_usd2024_p05,total_area_m2_p50,total_cost_usd2024_p50,total_area_res_m2_p50,total_area_nonres_m2_p50,total_cost_res_usd2024_p50,total_cost_nonres_usd2024_p50,dam_area_m2_p50,dam_cost_usd2024_p50,dam_area_res_m2_p50,dam_area_nonres_m2_p50,dam_cost_res_usd2024_p50,dam_cost_nonres_usd2024_p50,total_area_m2_p95,total_cost_usd2024_p95,total_area_res_m2_p95,total_area_nonres_m2_p95,total_cost_res_usd2024_p95,total_cost_nonres_usd2024_p95,dam_area_m2_p95,dam_cost_usd2024_p95,dam_area_res_m2_p95,dam_area_nonres_m2_p95,dam_cost_res_usd2024_p95,dam_cost_nonres_usd2024_p95,prop_damaged_area,prop_damaged_cost,prop_damaged_area_res,prop_damaged_area_nonres,prop_damaged_cost_res,prop_damaged_cost_nonres
FS_ONLY,SSP245,RUS,Arkhangelsk,HABITAT,ACTIVE,16544.720936273792,19561312.262193915,7018.6919404148,9526.028995858998,6936454.281779752,12624857.980414158,0.0,0.0,0.0,0.0,0.0,0.0,16544.720936273796,19561312.26219391,7018.691940414801,9526.028995858998,6936454.281779751,12624857.98041416,0.0,0.0,0.0,0.0,0.0,0.0,16544.720936273796,19561312.26219391,7018.6919404148,9526.028995858998,6936454.281779751,12624857.98041416,0.0,0.0,0.0,0.0,0.0,0.0,16544.720936273796,19561312.26219391,7018.6919404148,9526.028995858998,6936454.281779751,12624857.98041416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS_ONLY,SSP245,RUS,Arkhangelsk,HABITAT,NOT_ACTIVE,827.0054766092,901073.5796630894,578.4785762683001,248.52690034090008,571700.5720352164,329373.0076278731,0.0,0.0,0.0,0.0,0.0,0.0,827.0054766092001,901073.5796630892,578.4785762683,248.5269003409,571700.5720352164,329373.00762787304,0.0,0.0,0.0,0.0,0.0,0.0,827.0054766092001,901073.5796630892,578.4785762683,248.5269003409,571700.5720352164,329373.00762787304,0.0,0.0,0.0,0.0,0.0,0.0,827.0054766092001,901073.5796630892,578.4785762683,248.5269003409,571700.5720352164,329373.00762787304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS_ONLY,SSP245,RUS,Arkhangelsk,OSM,ACTIVE,246170.33039189636,283511305.8791055,126813.74129445667,119356.58909743982,125327871.09879306,158183434.78031236,0.0,0.0,0.0,0.0,0.0,0.0,246170.33039189642,283511305.87910557,126813.74129445669,119356.5890974398,125327871.09879309,158183434.7803124,0.0,0.0,0.0,0.0,0.0,0.0,246170.33039189642,283511305.87910557,126813.74129445669,119356.58909743982,125327871.09879309,158183434.7803124,0.0,0.0,0.0,0.0,0.0,0.0,246170.33039189642,283511305.87910557,126813.74129445669,119356.58909743982,125327871.09879309,158183434.7803124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FS_ONLY,SSP245,RUS,Arkhangelsk,OSM,NOT_ACTIVE,199278.72988109087,230377798.72654724,100073.37740560713,99205.35247548425,98900822.70176676,131476976.02478035,1026.3833075816517,1285433.7607735707,222.04529829852905,804.3380092831225,219443.60476389117,1065990.1560096792,199278.7298810909,230377798.72654724,100073.37740560711,99205.35247548427,98900822.70176676,131476976.02478035,0.0,0.0,0.0,0.0,0.0,0.0,199278.7298810909,230377798.72654724,100073.37740560711,99205.35247548427,98900822.70176677,131476976.02478035,0.0,0.0,0.0,0.0,0.0,0.0,199278.7298810909,230377798.72654724,100073.37740560711,99205.35247548427,98900822.70176677,131476976.02478036,7298.928493583437,8355250.224401747,1850.3774858210752,3388.0750775687966,1828696.7063657595,4490220.080148898,0.005150491014239664,0.0055796772426814824,0.0022188248668630205,0.00810780859310884,0.002218824866863024,0.008107808593108841
FS_ONLY,SSP245,RUS,Chukotka,HABITAT,ACTIVE,451472.8507429832,1534260807.9709432,293999.03030633286,157473.82043665045,973423714.06599,560837093.9049519,2413.417450835985,8107922.04387871,1945.707811849231,467.7096389867542,6442191.740306191,1665730.3035725157,451472.85074298317,1534260807.9709427,293999.0303063329,157473.82043665048,973423714.0659899,560837093.9049518,0.0,0.0,0.0,0.0,0.0,0.0,451472.85074298317,1534260807.9709427,293999.0303063329,157473.82043665048,973423714.0659899,560837093.9049518,0.0,0.0,0.0,0.0,0.0,0.0,451472.85074298317,1534260807.9709427,293999.0303063329,157473.82043665048,973423714.06599,560837093.9049518,12217.127274590417,41101007.41653275,9620.607877201071,2596.5193973893456,31853601.15521393,9247406.26131883,0.005345653557825801,0.005284578737692857,0.006618075610051832,0.00297007869428625,0.006618075610051826,0.002970078694286252
FS_ONLY,SSP245,RUS,Chukotka,HABITAT,NOT_ACTIVE,400805.4640147657,1379150077.438763,192838.82973766717,207966.63427709925,638484724.4692965,740665352.9694679,12206.58270948744,42541675.5259723,3719.2029880544483,8487.379721432986,12314191.588404374,30227483.9375679,400805.46401476563,1379150077.4387627,192838.82973766714,207966.63427709922,638484724.4692962,740665352.9694678,0.0,0.0,0.0,0.0,0.0,0.0,400805.46401476563,1379150077.4387627,192838.82973766714,207966.6342770992,638484724.4692962,740665352.9694678,0.0,0.0,0.0,0.0,0.0,0.0,400805.46401476563,1379150077.4387627,192838.82973766717,207966.63427709922,638484724.4692962,740665352.9694678,67627.07453057477,235551872.24950135,21156.480104258553,46470.5944263162,70048596.4807176,165503275.76878363,0.030455130494522774,0.03084629890677089,0.019286587629233975,0.040811256819804166,0.01928658762923394,0.04081125681980423
FS_ONLY,SSP245,RUS,Chukotka,OSM,ACTIVE,2366064.641094576,8047185082.460896,1514912.9528752796,851151.6882192956,5015840329.60251,3031344752.8583875,41778.23224586356,143028278.42824537,23008.529615968622,18769.702629894928,76180687.84321101,66847590.585034296,2366064.6410945766,8047185082.460896,1514912.9528752796,851151.6882192953,5015840329.6025095,3031344752.858387,0.0,0.0,0.0,0.0,0.0,0.0,2366064.6410945766,8047185082.460896,1514912.9528752796,851151.6882192953,5015840329.6025095,3031344752.858387,0.0,0.0,0.0,0.0,0.0,0.0,2366064.6410945766,8047185082.460896,1514912.9528752796,851151.6882192953,5015840329.6025095,3031344752.858387,230285.9041720375,788301839.4971288,127163.56402106493,103122.34015097239,421035500.19969845,367266339.29742956,0.01765726579073357,0.01777370309774286,0.01518802091717469,0.022052124068699483,0.015188020917174628,0.022052124068699473
FS_ONLY,SSP245,RUS,Chukotka,OSM,NOT_ACTIVE,1243228.6879001444,4250723907.427749,706578.4188261493,536650.2690739911,2339464140.4632215,1911259766.9645398,84346.3475851695,286682421.221707,54749.1653499862,29597.182235183336,181273168.89945734,105409252.32224956,1243228.6879001446,4250723907.4277496,706578.4188261493,536650.269073991,2339464140.463221,1911259766.9645395,0.0,0.0,0.0,0.0,0.0,0.0,1243228.6879001446,4250723907.4277496,706578.4188261493,536650.269073991,2339464140.463221,1911259766.9645398,0.0,0.0,0.0,0.0,0.0,0.0,1243228.6879001446,4250723907.4277496,706578.4188261493,536650.269073991,2339464140.463221,1911259766.96454,502189.58947507106,1707771908.9319441,322402.391550751,179787.1979243203,1067466559.6008582,640305349.3310866,0.06784459561308334,0.06744319966788617,0.07748491022545229,0.05515171414383955,0.07748491022545216,0.05515171414383948
FS_ONLY,SSP245,RUS,Kamchatka Krai,HABITAT,ACTIVE,311493.05231287575,702267030.9452304,229173.84049473723,82319.21181813827,489507667.3172636,212759363.62796584,32755.365187930514,74269146.32439633,23159.300393685757,9596.06479424473,49467491.961296886,24801654.363099407,311493.0523128757,702267030.9452302,229173.84049473715,82319.21181813827,489507667.3172638,212759363.6279658,20121.302766829314,46471351.47189777,12335.00669800546,7556.672672784804,26347162.23303923,19530712.618561275,311493.0523128757,702267030.9452302,229173.84049473717,82319.21181813827,489507667.3172638,212759363.6279658,28680.22692661321,64772681.37286081,20849.896334104993,7830.3305925082,44534682.03998146,20237999.33287933,311493.0523128757,702267030.9452302,229173.84049473715,82319.21181813827,489507667.3172638,212759363.6279658,47966.266163439665,109768203.65910071,31662.464239691908,16303.801923747671,67629965.87232144,42138237.78677924,0.10515600571093878,0.105756276532635,0.10105560191202359,0.1165713881644616,0.10105560191202403,0.11657138816446146
FS_ONLY,SSP245,RUS,Kamchatka Krai,HABITAT,NOT_ACTIVE,250834.1168128311,594804545.6892498,119243.73447241614,131590.3823404149,254700633.2737716,340103912.41547865,33366.43317582249,79857549.128194,11366.29102447693,19143.982882295542,24278017.91613578,49478870.428693876,250834.11681283105,594804545.6892499,119243.73447241612,131590.38234041492,254700633.27377155,340103912.4154787,18529.666968548474,44922563.58034721,6508.067887305181,11912.241403728887,13901015.593140185,30787963.64133338,250834.11681283105,594804545.6892499,119243.73447241612,131590.38234041492,254700633.27377155,340103912.4154787,24649.851864775752,60553958.56993072,7033.435457683881,15866.80977518783,15023183.17258572,41008803.121595524,250834.11681283105,594804545.6892499,119243.73447241612,131590.38234041492,254700633.27377155,340103912.4154787,55382.31151082043,135814684.38199094,16327.530747910814,39054.78076290965,34875060.22592614,100939624.15606484,0.13302190945867245,0.13425847147092057,0.09531981763877262,0.14548162671016054,0.0953198176387725,0.14548162671016077
